R-Peaks (Sample Index),R-R Interval (Samples)
1200011,680.0
1200045,680.0
1200079,680.0
1200113,680.0
1200147,680.0
1200181,680.0
1200214,660.0
1200248,680.0
1200282,680.0
1200316,680.0
1200350,680.0
1200383,660.0
1200417,680.0
1200450,660.0
1200484,680.0
1200518,680.0
1200552,680.0
1200585,660.0
1200619,680.0
1200653,680.0
1200686,660.0
1200720,680.0
1200754,680.0
1200788,680.0
1200821,660.0
1200855,680.0
1200888,660.0
1200922,680.0
1200956,680.0
1200990,680.0
1201023,660.0
1201057,680.0
1201091,680.0
1201125,680.0
1201159,680.0
1201193,680.0
1201227,680.0
1201260,660.0
1201294,680.0
1201328,680.0
1201362,680.0
1201396,680.0
1201430,680.0
1201464,680.0
1201498,680.0
1201532,680.0
1201566,680.0
1201601,700.0
1201635,680.0
1201669,680.0
1201702,660.0
1201736,680.0
1201771,700.0
1201805,680.0
1201839,680.0
1201873,680.0
1201906,660.0
1201940,680.0
1201974,680.0
1202009,700.0
1202043,680.0
1202077,680.0
1202111,680.0
1202145,680.0
1202179,680.0
1202213,680.0
1202247,680.0
1202281,680.0
1202315,680.0
1202349,680.0
1202383,680.0
1202417,680.0
1202451,680.0
1202485,680.0
1202519,680.0
1202553,680.0
1202587,680.0
1202620,660.0
1202655,700.0
1202688,660.0
1202722,680.0
1202756,680.0
1202790,680.0
1202824,680.0
1202858,680.0
1202892,680.0
1202926,680.0
1202959,660.0
1202993,680.0
1203027,680.0
1203061,680.0
1203095,680.0
1203128,660.0
1203162,680.0
1203196,680.0
1203229,660.0
1203263,680.0
1203297,680.0
1203331,680.0
1203365,680.0
1203398,660.0
1203432,680.0
1203466,680.0
1203500,680.0
1203534,680.0
1203567,660.0
1203601,680.0
1203635,680.0
1203668,660.0
1203702,680.0
1203736,680.0
1203770,680.0
1203804,680.0
1203837,660.0
1203871,680.0
1203905,680.0
1203939,680.0
1203973,680.0
1204007,680.0
1204041,680.0
1204074,660.0
1204108,680.0
1204142,680.0
1204176,680.0
1204210,680.0
1204244,680.0
1204278,680.0
1204312,680.0
1204346,680.0
1204380,680.0
1204414,680.0
1204448,680.0
1204481,660.0
1204515,680.0
1204549,680.0
1204583,680.0
1204617,680.0
1204651,680.0
1204685,680.0
1204719,680.0
1204753,680.0
1204787,680.0
1204821,680.0
1204855,680.0
1204888,660.0
1204922,680.0
1204956,680.0
1204990,680.0
1205024,680.0
1205058,680.0
1205092,680.0
1205126,680.0
1205160,680.0
1205194,680.0
1205228,680.0
1205262,680.0
1205296,680.0
1205329,660.0
1205363,680.0
1205397,680.0
1205431,680.0
1205465,680.0
1205499,680.0
1205533,680.0
1205566,660.0
1205600,680.0
1205634,680.0
1205668,680.0
1205702,680.0
1205736,680.0
1205769,660.0
1205803,680.0
1205837,680.0
1205871,680.0
1205905,680.0
1205939,680.0
1205972,660.0
1206006,680.0
1206040,680.0
1206074,680.0
1206108,680.0
1206142,680.0
1206176,680.0
1206209,660.0
1206243,680.0
1206277,680.0
1206311,680.0
1206345,680.0
1206379,680.0
1206413,680.0
1206447,680.0
1206481,680.0
1206515,680.0
1206549,680.0
1206582,660.0
1206616,680.0
1206650,680.0
1206684,680.0
1206718,680.0
1206752,680.0
1206786,680.0
1206820,680.0
1206854,680.0
1206888,680.0
1206922,680.0
1206956,680.0
1206990,680.0
1207024,680.0
1207057,660.0
1207091,680.0
1207125,680.0
1207159,680.0
1207193,680.0
1207227,680.0
1207261,680.0
1207295,680.0
1207329,680.0
1207363,680.0
1207397,680.0
1207431,680.0
1207465,680.0
1207499,680.0
1207533,680.0
1207567,680.0
1207601,680.0
1207635,680.0
1207669,680.0
1207703,680.0
1207737,680.0
1207771,680.0
1207805,680.0
1207839,680.0
1207873,680.0
1207907,680.0
1207941,680.0
1207975,680.0
1208009,680.0
1208043,680.0
1208077,680.0
1208111,680.0
1208145,680.0
1208179,680.0
1208213,680.0
1208247,680.0
1208281,680.0
1208315,680.0
1208349,680.0
1208382,660.0
1208417,700.0
1208451,680.0
1208485,680.0
1208519,680.0
1208552,660.0
1208586,680.0
1208620,680.0
1208655,700.0
1208689,680.0
1208723,680.0
1208757,680.0
1208790,660.0
1208824,680.0
1208858,680.0
1208893,700.0
1208927,680.0
1208960,660.0
1208994,680.0
1209028,680.0
1209062,680.0
1209096,680.0
1209130,680.0
1209164,680.0
1209198,680.0
1209232,680.0
1209265,660.0
1209300,700.0
1209333,660.0
1209367,680.0
1209401,680.0
1209435,680.0
1209469,680.0
1209503,680.0
1209536,660.0
