R-Peaks (Sample Index),R-R Interval (Samples)
100027,820.0
100066,780.0
100106,800.0
100145,780.0
100184,780.0
100224,800.0
100263,780.0
100302,780.0
100341,780.0
100380,780.0
100419,780.0
100458,780.0
100497,780.0
100536,780.0
100575,780.0
100615,800.0
100654,780.0
100693,780.0
100733,800.0
100772,780.0
100812,800.0
100852,800.0
100891,780.0
100930,780.0
100970,800.0
101010,800.0
101049,780.0
101088,780.0
101128,800.0
101168,800.0
101207,780.0
101247,800.0
101286,780.0
101325,780.0
101365,800.0
101404,780.0
101443,780.0
101482,780.0
101521,780.0
101561,800.0
101600,780.0
101639,780.0
101678,780.0
101718,800.0
101757,780.0
101797,800.0
101836,780.0
101875,780.0
101915,800.0
101955,800.0
101994,780.0
102033,780.0
102073,800.0
102112,780.0
102151,780.0
102191,800.0
102230,780.0
102269,780.0
102309,800.0
102348,780.0
102388,800.0
102427,780.0
102466,780.0
102506,800.0
102545,780.0
102584,780.0
102624,800.0
102663,780.0
102702,780.0
102742,800.0
102781,780.0
102820,780.0
102860,800.0
102899,780.0
102938,780.0
102978,800.0
103017,780.0
103056,780.0
103096,800.0
103135,780.0
103174,780.0
103213,780.0
103253,800.0
103292,780.0
103331,780.0
103370,780.0
103410,800.0
103449,780.0
103488,780.0
103528,800.0
103567,780.0
103606,780.0
103645,780.0
103684,780.0
103723,780.0
103762,780.0
103801,780.0
103840,780.0
103879,780.0
103918,780.0
103958,800.0
103997,780.0
104036,780.0
104076,800.0
104115,780.0
104155,800.0
104195,800.0
104234,780.0
104274,800.0
104314,800.0
104354,800.0
104393,780.0
104433,800.0
104473,800.0
104512,780.0
104552,800.0
104591,780.0
104631,800.0
104670,780.0
104709,780.0
104749,800.0
104788,780.0
104828,800.0
104867,780.0
104907,800.0
104947,800.0
104986,780.0
105025,780.0
105064,780.0
105104,800.0
105144,800.0
105183,780.0
105222,780.0
105261,780.0
105301,800.0
105340,780.0
105380,800.0
105419,780.0
105459,800.0
105499,800.0
105538,780.0
105578,800.0
105618,800.0
105658,800.0
105697,780.0
105737,800.0
105777,800.0
105817,800.0
105857,800.0
105898,820.0
105938,800.0
105978,800.0
106019,820.0
106059,800.0
106099,800.0
106140,820.0
106180,800.0
106221,820.0
106262,820.0
106302,800.0
106342,800.0
106382,800.0
106423,820.0
106463,800.0
106503,800.0
106543,800.0
106583,800.0
106624,820.0
106664,800.0
106703,780.0
106743,800.0
106783,800.0
106823,800.0
106862,780.0
106902,800.0
106942,800.0
106982,800.0
107022,800.0
107061,780.0
107101,800.0
107141,800.0
107181,800.0
107221,800.0
107261,800.0
107301,800.0
107340,780.0
107380,800.0
107420,800.0
107460,800.0
107499,780.0
107539,800.0
107579,800.0
107619,800.0
107659,800.0
107699,800.0
107740,820.0
107780,800.0
107820,800.0
107861,820.0
107901,800.0
107942,820.0
107982,800.0
108023,820.0
108063,800.0
108104,820.0
108145,820.0
108186,820.0
108227,820.0
108268,820.0
108309,820.0
108350,820.0
108391,820.0
108432,820.0
108473,820.0
108514,820.0
108554,800.0
108595,820.0
108635,800.0
108676,820.0
108716,800.0
108756,800.0
108797,820.0
108837,800.0
108877,800.0
108918,820.0
108958,800.0
108998,800.0
109038,800.0
109078,800.0
109118,800.0
109158,800.0
109198,800.0
109238,800.0
109278,800.0
109318,800.0
109358,800.0
109398,800.0
109438,800.0
109477,780.0
109517,800.0
109557,800.0
109597,800.0
109637,800.0
109676,780.0
109716,800.0
109756,800.0
109796,800.0
109837,820.0
109876,780.0
109916,800.0
109956,800.0
109996,800.0
110036,800.0
110076,800.0
110116,800.0
110157,820.0
110197,800.0
110237,800.0
110277,800.0
110317,800.0
110357,800.0
110397,800.0
110436,780.0
110476,800.0
110515,780.0
110555,800.0
110594,780.0
110633,780.0
110672,780.0
110711,780.0
110751,800.0
110790,780.0
110867,1540.0
110906,780.0
110945,780.0
110984,780.0
111023,780.0
111062,780.0
111101,780.0
111140,780.0
111179,780.0
111218,780.0
111258,800.0
111297,780.0
111337,800.0
111376,780.0
111415,780.0
111455,800.0
111494,780.0
111534,800.0
111573,780.0
111613,800.0
111652,780.0
111692,800.0
