R-Peaks (Sample Index),R-R Interval (Samples)
400052,480.0
400057,100.0
400099,840.0
400139,800.0
400180,820.0
400228,960.0
400276,960.0
400320,880.0
400361,820.0
400401,800.0
400452,1020.0
400502,1000.0
400555,1060.0
400604,980.0
400649,900.0
400691,840.0
400730,780.0
400767,740.0
400803,720.0
400839,720.0
400875,720.0
400910,700.0
400946,720.0
400983,740.0
401019,720.0
401054,700.0
401089,700.0
401124,700.0
401159,700.0
401194,700.0
401228,680.0
401262,680.0
401296,680.0
401329,660.0
401362,660.0
401396,680.0
401428,640.0
401461,660.0
401495,680.0
401528,660.0
401563,700.0
401599,720.0
401634,700.0
401670,720.0
401707,740.0
401743,720.0
401780,740.0
401817,740.0
401853,720.0
401892,780.0
401930,760.0
401969,780.0
402008,780.0
402046,760.0
402084,760.0
402123,780.0
402162,780.0
402200,760.0
402221,420.0
402267,920.0
402304,740.0
402340,720.0
402377,740.0
402413,720.0
402450,740.0
402486,720.0
402522,720.0
402557,700.0
402592,700.0
402628,720.0
402664,720.0
402700,720.0
402735,700.0
402770,700.0
402805,700.0
402841,720.0
402876,700.0
402911,700.0
402945,680.0
402978,660.0
403012,680.0
403032,400.0
403052,400.0
403093,820.0
403130,740.0
403167,740.0
403204,740.0
403241,740.0
403277,720.0
403314,740.0
403350,720.0
403385,700.0
403420,700.0
403453,660.0
403486,660.0
403519,660.0
403552,660.0
403586,680.0
403620,680.0
403655,700.0
403690,700.0
403727,740.0
403766,780.0
403802,720.0
403839,740.0
403876,740.0
403912,720.0
403948,720.0
403983,700.0
404019,720.0
404055,720.0
404090,700.0
404125,700.0
404160,700.0
404196,720.0
404231,700.0
404265,680.0
404299,680.0
404333,680.0
404368,700.0
404403,700.0
404438,700.0
404473,700.0
404510,740.0
404549,780.0
404588,780.0
404627,780.0
404664,740.0
404702,760.0
404740,760.0
404779,780.0
404820,820.0
404858,760.0
404896,760.0
404935,780.0
404975,800.0
405015,800.0
405054,780.0
405093,780.0
405132,780.0
405171,780.0
405211,800.0
405251,800.0
405289,760.0
405327,760.0
405365,760.0
405404,780.0
405444,800.0
405484,800.0
405523,780.0
405561,760.0
405599,760.0
405639,800.0
405678,780.0
405717,780.0
405756,780.0
405794,760.0
405832,760.0
405871,780.0
405911,800.0
405950,780.0
405989,780.0
406028,780.0
406068,800.0
406108,800.0
406148,800.0
406188,800.0
406225,740.0
406263,760.0
406301,760.0
406340,780.0
406378,760.0
406415,740.0
406452,740.0
406488,720.0
406524,720.0
406562,760.0
406598,720.0
406635,740.0
406671,720.0
406708,740.0
406745,740.0
406784,780.0
406823,780.0
406861,760.0
406898,740.0
406936,760.0
406975,780.0
407014,780.0
407055,820.0
407096,820.0
407135,780.0
407173,760.0
407211,760.0
407251,800.0
407292,820.0
407333,820.0
407372,780.0
407410,760.0
407448,760.0
407488,800.0
407527,780.0
407566,780.0
407604,760.0
407640,720.0
407677,740.0
407715,760.0
407754,780.0
407793,780.0
407831,760.0
407868,740.0
407905,740.0
407944,780.0
407983,780.0
408024,820.0
408063,780.0
408101,760.0
408139,760.0
408177,760.0
408216,780.0
408253,740.0
408289,720.0
408325,720.0
408362,740.0
408399,740.0
408435,720.0
408470,700.0
408504,680.0
408538,680.0
408572,680.0
408607,700.0
408641,680.0
408676,700.0
408710,680.0
408745,700.0
408782,740.0
408819,740.0
408855,720.0
408890,700.0
408926,720.0
408961,700.0
408997,720.0
409033,720.0
409068,700.0
409103,700.0
409138,700.0
409175,740.0
409212,740.0
409249,740.0
409285,720.0
409321,720.0
409360,780.0
409399,780.0
409438,780.0
409477,780.0
409514,740.0
409551,740.0
409589,760.0
409628,780.0
409668,800.0
409707,780.0
409745,760.0
409782,740.0
409820,760.0
409859,780.0
409899,800.0
409938,780.0
409977,780.0
410015,760.0
410053,760.0
410092,780.0
410133,820.0
410174,820.0
410214,800.0
410252,760.0
410291,780.0
410331,800.0
410372,820.0
410412,800.0
410451,780.0
410488,740.0
410525,740.0
410563,760.0
410605,840.0
410645,800.0
410683,760.0
410720,740.0
410759,780.0
410800,820.0
410842,840.0
410882,800.0
410920,760.0
410958,760.0
410997,780.0
411036,780.0
411078,840.0
411118,800.0
411156,760.0
411194,760.0
411233,780.0
411275,840.0
411317,840.0
411357,800.0
411395,760.0
411433,760.0
411471,760.0
411511,800.0
411550,780.0
411588,760.0
411625,740.0
411660,700.0
411696,720.0
411732,720.0
411768,720.0
411805,740.0
411841,720.0
411877,720.0
411911,680.0
411946,700.0
411981,700.0
412016,700.0
412050,680.0
412084,680.0
412118,680.0
412151,660.0
412184,660.0
412217,660.0
412253,720.0
412289,720.0
412323,680.0
412357,680.0
412392,700.0
412428,720.0
412462,680.0
412487,500.0
412527,800.0
412561,680.0
412595,680.0
412628,660.0
412662,680.0
412697,700.0
412731,680.0
412767,720.0
412802,700.0
412837,700.0
412871,680.0
412904,660.0
412937,660.0
412970,660.0
413002,640.0
413035,660.0
413070,700.0
413106,720.0
413142,720.0
413178,720.0
413213,700.0
413248,700.0
413283,700.0
413317,680.0
413350,660.0
413385,700.0
413421,720.0
413457,720.0
413491,680.0
413526,700.0
413560,680.0
413595,700.0
413630,700.0
413666,720.0
413702,720.0
413737,700.0
413772,700.0
413806,680.0
413840,680.0
413874,680.0
413908,680.0
413941,660.0
413975,680.0
414009,680.0
414043,680.0
414077,680.0
414110,660.0
414144,680.0
414179,700.0
414214,700.0
414248,680.0
414282,680.0
414315,660.0
414349,680.0
414383,680.0
414417,680.0
414453,720.0
414488,700.0
414524,720.0
414560,720.0
414595,700.0
414630,700.0
414664,680.0
414698,680.0
414732,680.0
414765,660.0
414798,660.0
414832,680.0
414865,660.0
414898,660.0
414932,680.0
414967,700.0
415004,740.0
415041,740.0
415076,700.0
415112,720.0
415149,740.0
415186,740.0
415223,740.0
415259,720.0
415295,720.0
415331,720.0
415368,740.0
415404,720.0
415439,700.0
415473,680.0
415508,700.0
415543,700.0
415577,680.0
415611,680.0
415646,700.0
415683,740.0
415721,760.0
415758,740.0
415795,740.0
415831,720.0
415867,720.0
415901,680.0
415935,680.0
415968,660.0
416001,660.0
416034,660.0
416069,700.0
416104,700.0
416139,700.0
416175,720.0
416212,740.0
416249,740.0
416285,720.0
416321,720.0
416356,700.0
416392,720.0
416428,720.0
416463,700.0
416498,700.0
416532,680.0
416568,720.0
416605,740.0
416643,760.0
416679,720.0
416714,700.0
416750,720.0
416787,740.0
416824,740.0
416861,740.0
416897,720.0
416933,720.0
416967,680.0
417002,700.0
417038,720.0
417075,740.0
417110,700.0
417145,700.0
417179,680.0
417213,680.0
417246,660.0
417279,660.0
417312,660.0
417345,660.0
417378,660.0
417412,680.0
417446,680.0
417480,680.0
417513,660.0
417547,680.0
417580,660.0
417614,680.0
417649,700.0
417686,740.0
417721,700.0
417757,720.0
417792,700.0
417828,720.0
417864,720.0
417900,720.0
417936,720.0
417971,700.0
418007,720.0
418043,720.0
418078,700.0
418113,700.0
418147,680.0
418181,680.0
418217,720.0
418253,720.0
418289,720.0
418324,700.0
418359,700.0
418394,700.0
418431,740.0
418468,740.0
418502,680.0
418537,700.0
418571,680.0
418605,680.0
418638,660.0
418671,660.0
418703,640.0
418735,640.0
418767,640.0
418800,660.0
418834,680.0
418868,680.0
418902,680.0
418937,700.0
418972,700.0
419009,740.0
419044,700.0
419078,680.0
419113,700.0
419149,720.0
419186,740.0
419222,720.0
419259,740.0
419294,700.0
419328,680.0
419362,680.0
419397,700.0
419431,680.0
419466,700.0
419502,720.0
419538,720.0
419573,700.0
419606,660.0
419640,680.0
419673,660.0
419707,680.0
419741,680.0
419776,700.0
419810,680.0
419844,680.0
419879,700.0
419914,700.0
419950,720.0
419985,700.0
420020,700.0
420055,700.0
420090,700.0
420125,700.0
420159,680.0
420193,680.0
420227,680.0
420261,680.0
420296,700.0
420331,700.0
420366,700.0
420399,660.0
420432,660.0
420464,640.0
420496,640.0
420529,660.0
420562,660.0
420596,680.0
420630,680.0
420665,700.0
420699,680.0
420733,680.0
420768,700.0
420802,680.0
420838,720.0
420872,680.0
420906,680.0
420939,660.0
420973,680.0
421008,700.0
421042,680.0
421075,660.0
421108,660.0
421141,660.0
421174,660.0
421207,660.0
421240,660.0
421273,660.0
421306,660.0
421338,640.0
421371,660.0
421404,660.0
421438,680.0
421473,700.0
421507,680.0
421541,680.0
421575,680.0
421609,680.0
421645,720.0
421680,700.0
421715,700.0
421749,680.0
421784,700.0
421819,700.0
421855,720.0
421891,720.0
421926,700.0
421960,680.0
421994,680.0
422029,700.0
422065,720.0
422102,740.0
422138,720.0
422173,700.0
422209,720.0
422245,720.0
422281,720.0
422318,740.0
422354,720.0
422388,680.0
422421,660.0
422455,680.0
422489,680.0
422523,680.0
422556,660.0
422589,660.0
422622,660.0
422657,700.0
422694,740.0
422731,740.0
422766,700.0
422801,700.0
422834,660.0
422867,660.0
422900,660.0
422933,660.0
422965,640.0
422999,680.0
423033,680.0
423067,680.0
423103,720.0
423138,700.0
423173,700.0
423208,700.0
423245,740.0
423281,720.0
423316,700.0
423351,700.0
423385,680.0
423419,680.0
423454,700.0
423488,680.0
423522,680.0
423556,680.0
423590,680.0
423625,700.0
423661,720.0
423695,680.0
423729,680.0
423763,680.0
423796,660.0
423830,680.0
423864,680.0
423898,680.0
423931,660.0
423964,660.0
423997,660.0
424030,660.0
424064,680.0
424098,680.0
424132,680.0
424166,680.0
424200,680.0
424234,680.0
424269,700.0
424305,720.0
424340,700.0
424374,680.0
424407,660.0
424440,660.0
424472,640.0
424504,640.0
424536,640.0
424569,660.0
424602,660.0
424635,660.0
424668,660.0
424700,640.0
424733,660.0
424767,680.0
424800,660.0
424833,660.0
424865,640.0
424897,640.0
424930,660.0
424964,680.0
424998,680.0
425032,680.0
425070,760.0
425105,700.0
425139,680.0
425172,660.0
425205,660.0
425238,660.0
425272,680.0
425307,700.0
425338,620.0
425376,760.0
425410,680.0
425445,700.0
425481,720.0
425518,740.0
425554,720.0
425588,680.0
425623,700.0
425659,720.0
425693,680.0
425726,660.0
425760,680.0
425794,680.0
425830,720.0
425864,680.0
425899,700.0
425933,680.0
425969,720.0
426004,700.0
426040,720.0
426075,700.0
426109,680.0
426143,680.0
426177,680.0
426211,680.0
426244,660.0
426277,660.0
426310,660.0
426343,660.0
426379,720.0
426415,720.0
426450,700.0
426485,700.0
426520,700.0
426556,720.0
426593,740.0
426630,740.0
426665,700.0
426700,700.0
426734,680.0
426770,720.0
426806,720.0
426842,720.0
426879,740.0
426916,740.0
426952,720.0
426987,700.0
427022,700.0
427058,720.0
427096,760.0
427134,760.0
427171,740.0
427207,720.0
427242,700.0
427280,760.0
427318,760.0
427355,740.0
427391,720.0
427428,740.0
427465,740.0
427502,740.0
427538,720.0
427573,700.0
427607,680.0
427643,720.0
427681,760.0
427718,740.0
427754,720.0
427789,700.0
427825,720.0
427862,740.0
427901,780.0
427938,740.0
427974,720.0
428009,700.0
428044,700.0
428080,720.0
428117,740.0
428153,720.0
428188,700.0
428223,700.0
428259,720.0
428297,760.0
428335,760.0
428372,740.0
428408,720.0
428444,720.0
428482,760.0
428518,720.0
428554,720.0
428588,680.0
428621,660.0
428655,680.0
428690,700.0
428725,700.0
428761,720.0
428797,720.0
428834,740.0
428870,720.0
428906,720.0
428943,740.0
428982,780.0
429020,760.0
429058,760.0
429094,720.0
429131,740.0
429169,760.0
429205,720.0
429240,700.0
429274,680.0
429308,680.0
429341,660.0
429373,640.0
429407,680.0
429440,660.0
429473,660.0
429507,680.0
429542,700.0
429577,700.0
429614,740.0
429649,700.0
429683,680.0
429718,700.0
429754,720.0
429791,740.0
429829,760.0
429866,740.0
429902,720.0
429938,720.0
429975,740.0
430014,780.0
430053,780.0
430091,760.0
430128,740.0
430164,720.0
430202,760.0
430240,760.0
430279,780.0
430317,760.0
430354,740.0
430390,720.0
430427,740.0
430465,760.0
430503,760.0
430540,740.0
430576,720.0
430612,720.0
430649,740.0
430687,760.0
430723,720.0
430757,680.0
430792,700.0
430827,700.0
430863,720.0
430900,740.0
430936,720.0
430971,700.0
431008,740.0
431045,740.0
431083,760.0
431123,800.0
431160,740.0
431197,740.0
431233,720.0
431270,740.0
431308,760.0
431347,780.0
431385,760.0
431421,720.0
431457,720.0
431494,740.0
431533,780.0
431572,780.0
431611,780.0
431649,760.0
431686,740.0
431724,760.0
431762,760.0
431802,800.0
431840,760.0
431878,760.0
431914,720.0
431950,720.0
431988,760.0
432026,760.0
432065,780.0
432103,760.0
432139,720.0
432176,740.0
432215,780.0
432255,800.0
432294,780.0
432332,760.0
432369,740.0
432406,740.0
432444,760.0
432484,800.0
432523,780.0
432560,740.0
432597,740.0
432635,760.0
432675,800.0
432715,800.0
432755,800.0
432793,760.0
432829,720.0
432866,740.0
432904,760.0
432944,800.0
432983,780.0
433021,760.0
433058,740.0
433095,740.0
433134,780.0
433173,780.0
433212,780.0
433250,760.0
433287,740.0
433324,740.0
433362,760.0
433401,780.0
433441,800.0
433479,760.0
433516,740.0
433552,720.0
433589,740.0
433627,760.0
433665,760.0
433702,740.0
433738,720.0
433774,720.0
433810,720.0
433844,680.0
433880,720.0
433915,700.0
433950,700.0
433985,700.0
434020,700.0
434055,700.0
434091,720.0
434126,700.0
434161,700.0
434195,680.0
434229,680.0
434265,720.0
434302,740.0
434340,760.0
434377,740.0
434414,740.0
434450,720.0
434486,720.0
434524,760.0
434563,780.0
434600,740.0
434637,740.0
434674,740.0
434712,760.0
434752,800.0
434792,800.0
434830,760.0
434868,760.0
434906,760.0
434946,800.0
434987,820.0
435028,820.0
435067,780.0
435105,760.0
435142,740.0
435180,760.0
435218,760.0
435256,760.0
435294,760.0
435331,740.0
435368,740.0
435405,740.0
435441,720.0
435476,700.0
435511,700.0
435546,700.0
435582,720.0
435617,700.0
435652,700.0
435688,720.0
435724,720.0
435760,720.0
435796,720.0
435831,700.0
435865,680.0
435899,680.0
435933,680.0
435967,680.0
436002,700.0
436036,680.0
436070,680.0
436105,700.0
436140,700.0
436177,740.0
436215,760.0
436252,740.0
436289,740.0
436325,720.0
436362,740.0
436399,740.0
436436,740.0
436473,740.0
436508,700.0
436543,700.0
436580,740.0
436617,740.0
436656,780.0
436694,760.0
436731,740.0
436768,740.0
436805,740.0
436843,760.0
436882,780.0
436920,760.0
436957,740.0
436993,720.0
437031,760.0
437069,760.0
437108,780.0
437148,800.0
437186,760.0
437222,720.0
437259,740.0
437296,740.0
437335,780.0
437375,800.0
437414,780.0
437452,760.0
437489,740.0
437526,740.0
