R-Peaks (Sample Index),R-R Interval (Samples)
1700018,760.0
1700061,860.0
1700104,860.0
1700147,860.0
1700190,860.0
1700233,860.0
1700276,860.0
1700319,860.0
1700362,860.0
1700404,840.0
1700447,860.0
1700490,860.0
1700532,840.0
1700575,860.0
1700618,860.0
1700661,860.0
1700704,860.0
1700747,860.0
1700789,840.0
1700829,800.0
1700872,860.0
1700915,860.0
1700957,840.0
1701000,860.0
1701043,860.0
1701086,860.0
1701128,840.0
1701171,860.0
1701214,860.0
1701256,840.0
1701298,840.0
1701341,860.0
1701384,860.0
1701428,880.0
1701470,840.0
1701514,880.0
1701556,840.0
1701597,820.0
1701638,820.0
1701678,800.0
1701718,800.0
1701758,800.0
1701797,780.0
1701837,800.0
1701876,780.0
1701915,780.0
1701953,760.0
1701992,780.0
1702031,780.0
1702070,780.0
1702108,760.0
1702147,780.0
1702185,760.0
1702224,780.0
1702262,760.0
1702300,760.0
1702339,780.0
1702409,1400.0
1702416,140.0
1702454,760.0
1702492,760.0
1702530,760.0
1702567,740.0
1702605,760.0
1702622,340.0
1702642,400.0
1702656,280.0
1702680,480.0
1702718,760.0
1702755,740.0
1702793,760.0
1702831,760.0
1702869,760.0
1702908,780.0
1702947,780.0
1702985,760.0
1703024,780.0
1703064,800.0
1703103,780.0
1703141,760.0
1703180,780.0
1703217,740.0
1703254,740.0
1703290,720.0
1703328,760.0
1703365,740.0
1703405,800.0
1703439,680.0
1703476,740.0
1703511,700.0
1703548,740.0
1703585,740.0
1703622,740.0
1703657,700.0
1703693,720.0
1703731,760.0
1703765,680.0
1703801,720.0
1703839,760.0
1703872,660.0
1703908,720.0
1703945,740.0
1703978,660.0
1704013,700.0
1704048,700.0
1704083,700.0
1704117,680.0
1704152,700.0
1704187,700.0
1704221,680.0
1704256,700.0
1704291,700.0
1704325,680.0
1704359,680.0
1704394,700.0
1704428,680.0
1704462,680.0
1704496,680.0
1704531,700.0
1704565,680.0
1704599,680.0
1704634,700.0
1704668,680.0
1704703,700.0
1704737,680.0
1704772,700.0
1704807,700.0
1704842,700.0
1704877,700.0
1704912,700.0
1704947,700.0
1704982,700.0
1705018,720.0
1705054,720.0
1705089,700.0
1705126,740.0
1705162,720.0
1705198,720.0
1705234,720.0
1705270,720.0
1705306,720.0
1705342,720.0
1705378,720.0
1705414,720.0
1705450,720.0
1705486,720.0
1705523,740.0
1705559,720.0
1705595,720.0
1705631,720.0
1705668,740.0
1705704,720.0
1705741,740.0
1705778,740.0
1705814,720.0
1705851,740.0
1705887,720.0
1705924,740.0
1705960,720.0
1705996,720.0
1706033,740.0
1706070,740.0
1706107,740.0
1706144,740.0
1706180,720.0
1706217,740.0
1706253,720.0
1706290,740.0
1706327,740.0
1706363,720.0
1706400,740.0
1706436,720.0
1706473,740.0
1706509,720.0
1706546,740.0
1706583,740.0
1706620,740.0
1706657,740.0
1706694,740.0
1706732,760.0
1706769,740.0
1706807,760.0
1706844,740.0
1706882,760.0
1706919,740.0
1706957,760.0
1706995,760.0
1707033,760.0
1707071,760.0
1707109,760.0
1707146,740.0
1707183,740.0
1707221,760.0
1707259,760.0
1707296,740.0
1707334,760.0
1707371,740.0
1707409,760.0
1707446,740.0
1707484,760.0
1707521,740.0
1707559,760.0
1707597,760.0
1707635,760.0
1707673,760.0
1707710,740.0
1707748,760.0
1707785,740.0
1707823,760.0
1707861,760.0
1707899,760.0
1707936,740.0
1707974,760.0
1708011,740.0
1708049,760.0
1708086,740.0
1708124,760.0
1708162,760.0
1708199,740.0
1708237,760.0
1708274,740.0
1708312,760.0
1708349,740.0
1708386,740.0
1708424,760.0
1708462,760.0
1708500,760.0
1708538,760.0
1708576,760.0
1708614,760.0
1708652,760.0
1708690,760.0
1708729,780.0
1708767,760.0
1708806,780.0
1708844,760.0
1708883,780.0
1708921,760.0
1708959,760.0
1708997,760.0
1709035,760.0
1709073,760.0
1709112,780.0
1709150,760.0
1709188,760.0
1709226,760.0
1709264,760.0
1709301,740.0
1709340,780.0
1709378,760.0
1709416,760.0
1709454,760.0
1709492,760.0
1709530,760.0
1709568,760.0
1709607,780.0
1709645,760.0
1709683,760.0
1709722,780.0
1709760,760.0
1709798,760.0
1709836,760.0
1709874,760.0
1709913,780.0
1709951,760.0
1709990,780.0
1710028,760.0
1710066,760.0
1710104,760.0
1710142,760.0
1710179,740.0
1710217,760.0
1710255,760.0
1710293,760.0
1710332,780.0
1710370,760.0
1710408,760.0
1710446,760.0
1710485,780.0
1710523,760.0
1710562,780.0
1710601,780.0
1710640,780.0
1710679,780.0
1710718,780.0
1710756,760.0
1710795,780.0
1710834,780.0
1710873,780.0
1710912,780.0
1710951,780.0
1710990,780.0
1711028,760.0
1711066,760.0
1711105,780.0
1711144,780.0
1711182,760.0
1711220,760.0
1711259,780.0
1711297,760.0
1711335,760.0
1711373,760.0
1711411,760.0
1711449,760.0
1711487,760.0
1711525,760.0
1711563,760.0
1711601,760.0
1711639,760.0
1711677,760.0
1711715,760.0
1711753,760.0
1711791,760.0
1711829,760.0
1711867,760.0
1711905,760.0
1711943,760.0
1711981,760.0
1712019,760.0
1712057,760.0
1712096,780.0
1712135,780.0
1712174,780.0
1712212,760.0
1712251,780.0
1712289,760.0
1712328,780.0
1712367,780.0
1712405,760.0
1712443,760.0
