R-Peaks (Sample Index),R-R Interval (Samples)
1100308,668220.0
1100363,1100.0
1100418,1100.0
1100501,1660.0
1100529,560.0
1100584,1100.0
1100612,560.0
1100632,400.0
1100651,380.0
1100666,300.0
1100799,2660.0
1100825,520.0
1100851,520.0
1100877,520.0
1100901,480.0
1100928,540.0
1100947,380.0
1100979,640.0
1101055,1520.0
1101338,5660.0
1101390,1040.0
1101416,520.0
1101442,520.0
1101729,5740.0
1101945,4320.0
1101972,540.0
1102027,1100.0
1102560,10660.0
1102794,4680.0
1102881,1740.0
1102909,560.0
1102931,440.0
1103049,2360.0
1103077,560.0
1103106,580.0
1103134,560.0
1103191,1140.0
1103248,1140.0
1103305,1140.0
1103418,2260.0
1103439,420.0
1103756,6340.0
1103871,2300.0
1103900,580.0
1103910,200.0
1103928,360.0
1103957,580.0
1104195,4760.0
1104255,1200.0
1104282,540.0
1104308,520.0
1104345,740.0
1104378,660.0
1104386,160.0
1104396,200.0
1104437,820.0
1104463,520.0
1104488,500.0
1104539,1020.0
1104590,1020.0
1104596,120.0
1104638,840.0
1104675,740.0
1104691,320.0
1104745,1080.0
1104895,3000.0
1104990,1900.0
1104991,20.0
1105016,500.0
1105030,280.0
1105100,1400.0
1105124,480.0
1105126,40.0
1105139,260.0
1138550,668220.0
