R-R Interval (Samples)
703.9999999999418
376.0
744.0000000000582
720.0000000000582
712.0
703.9999999999418
688.0
664.0000000000582
672.0
672.0
680.0
704.0
736.0
792.0
760.0
752.0
744.0
760.0
736.0
752.0
768.0
752.0
704.0
720.0
704.0
704.0
688.0
720.0
728.0
544.0
736.0
752.0
752.0
744.0
728.0
704.0
696.0
712.0
720.0
744.0
760.0
792.0
752.0
784.0
776.0
776.0
776.0
760.0
752.0
688.0
704.0
696.0
688.0
704.0
736.0
752.0
488.0
736.0
728.0
704.0
704.0
720.0
704.0
744.0
744.0
736.0
704.0
720.0
728.0
688.0
712.0
712.0
696.0
680.0
672.0
664.0
672.0
688.0
704.0
680.0
688.0
704.0
712.0
680.0
1032.0
688.0
656.0
664.0
672.0
672.0
664.0
688.0
696.0
632.0
656.0
648.0
688.0
696.0
744.0
760.0
744.0
720.0
688.0
648.0
640.0
632.0
624.0
640.0
672.0
744.0
840.0
888.0
784.0
792.0
776.0
760.0
720.0
720.0
712.0
704.0
704.0
688.0
696.0
712.0
704.0
696.0
704.0
728.0
728.0
704.0
744.0
744.0
752.0
696.0
720.0
704.0
728.0
704.0
720.0
744.0
496.0
720.0
728.0
720.0
704.0
672.0
688.0
688.0
680.0
696.0
704.0
744.0
704.0
736.0
736.0
736.0
720.0
712.0
704.0
680.0
696.0
696.0
720.0
680.0
712.0
720.0
744.0
704.0
432.0
728.0
728.0
712.0
696.0
704.0
704.0
688.0
720.0
728.0
760.0
752.0
760.0
752.0
736.0
728.0
720.0
688.0
696.0
688.0
704.0
696.0
736.0
760.0
744.0
784.0
784.0
1272.0
704.0
696.0
696.0
688.0
720.0
736.0
776.0
752.0
744.0
712.0
728.0
728.0
680.0
704.0
704.0
688.0
696.0
688.0
704.0
696.0
728.0
760.0
760.0
744.0
744.0
752.0
1040.0
728.0
744.0
776.0
744.0
792.0
784.0
784.0
728.0
736.0
688.0
712.0
712.0
696.0
720.0
744.0
768.0
784.0
800.0
776.0
760.0
752.0
736.0
704.0
696.0
704.0
704.0
696.0
712.0
736.0
728.0
728.0
704.0
712.0
688.0
696.0
680.0
656.0
664.0
664.0
688.0
712.0
688.0
704.0
704.0
728.0
688.0
720.0
704.0
696.0
680.0
672.0
680.0
664.0
680.0
664.0
656.0
664.0
688.0
712.0
728.0
672.0
680.0
672.0
688.0
688.0
680.0
672.0
688.0
672.0
640.0
624.0
632.0
608.0
608.0
600.0
616.0
632.0
712.0
752.0
760.0
768.0
720.0
720.0
408.0
688.0
664.0
664.0
648.0
640.0
632.0
624.0
640.0
640.0
632.0
640.0
648.0
664.0
680.0
656.0
640.0
648.0
648.0
648.0
632.0
624.0
624.0
624.0
632.0
656.0
648.0
648.0
656.0
656.0
664.0
656.0
664.0
680.0
728.0
752.0
704.0
736.0
736.0
720.0
712.0
704.0
688.0
664.0
672.0
688.0
720.0
736.0
752.0
784.0
760.0
728.0
720.0
688.0
688.0
672.0
664.0
664.0
896.0
648.0
672.0
664.0
696.0
712.0
728.0
688.0
680.0
680.0
680.0
664.0
648.0
648.0
648.0
648.0
672.0
688.0
680.0
712.0
656.0
656.0
640.0
624.0
640.0
744.0
768.0
712.0
728.0
920.0
648.0
656.0
664.0
656.0
664.0
656.0
640.0
640.0
648.0
664.0
704.0
832.0
816.0
808.0
776.0
768.0
720.0
712.0
712.0
712.0
696.0
704.0
712.0
704.0
696.0
688.0
656.0
872.0
640.0
640.0
640.0
640.0
656.0
664.0
680.0
688.0
704.0
696.0
704.0
720.0
688.0
696.0
688.0
680.0
688.0
696.0
696.0
704.0
712.0
680.0
696.0
688.0
688.0
696.0
656.0
664.0
