R-R Interval (Samples)
608.0
616.0
608.0
592.0
592.0
584.0
584.0
592.0
592.0
584.0
584.0
592.0
616.0
640.0
664.0
680.0
672.0
712.0
688.0
720.0
744.0
704.0
704.0
664.0
648.0
624.0
616.0
632.0
664.0
680.0
664.0
656.0
712.0
784.0
768.0
776.0
824.0
856.0
840.0
992.0
912.0
824.0
1080.0
664.0
728.0
776.0
840.0
816.0
856.0
816.0
744.0
704.0
688.0
704.0
744.0
792.0
800.0
776.0
760.0
728.0
744.0
808.0
864.0
848.0
856.0
808.0
824.0
768.0
816.0
784.0
784.0
816.0
816.0
864.0
824.0
832.0
880.0
944.0
880.0
912.0
928.0
880.0
920.0
928.0
888.0
896.0
872.0
808.0
784.0
848.0
832.0
920.0
872.0
864.0
864.0
856.0
840.0
880.0
904.0
896.0
872.0
896.0
936.0
944.0000000000582
943.9999999999418
991.9999999999418
911.9999999998836
911.9999999998836
991.9999999999418
952.0
1024.0
1032.0000000000582
488.0000000000582
935.9999999999418
815.9999999998836
760.0
736.0
736.0
728.0
752.0
784.0
768.0
744.0
744.0
808.0
808.0
792.0
800.0
808.0
824.0
800.0
760.0
784.0
808.0
816.0
848.0
888.0
1208.0
840.0
848.0
792.0
784.0
832.0
840.0
912.0
824.0
888.0
888.0
872.0
864.0
1344.0
1128.0
1104.0
1032.0
816.0
832.0
872.0
968.0
1104.0
864.0
880.0
1040.0
872.0
920.0
1024.0
960.0
904.0
1008.0
864.0
872.0
872.0
920.0
864.0
840.0
856.0
960.0
984.0
1120.0
1264.0
728.0
1056.0
1032.0
1256.0
960.0
832.0
840.0
840.0
1080.0
1152.0
920.0
976.0
952.0
960.0
968.0
872.0
864.0
808.0
816.0
808.0
792.0
568.0
744.0
744.0
768.0
856.0
832.0
784.0
768.0
792.0
776.0
760.0
752.0
760.0
760.0
744.0
768.0
808.0
904.0
904.0
880.0
904.0
808.0
808.0
776.0
784.0
896.0
976.0
880.0
864.0
888.0
880.0
864.0
832.0
816.0
768.0
744.0
736.0
728.0
752.0
888.0
976.0
928.0
920.0
912.0
888.0
824.0
800.0
808.0
1208.0
944.0
912.0
920.0
936.0
984.0
1000.0
1144.0
1144.0
1112.0
1080.0
968.0
912.0
888.0
936.0
952.0
920.0
888.0
832.0
776.0
760.0
736.0
1344.0
1080.0
1112.0
1136.0
848.0
832.0
824.0
808.0
848.0
824.0
840.0
880.0
1008.0
984.0
952.0
856.0
872.0
872.0
872.0
904.0
1216.0
1152.0
1072.0
1072.0
1072.0
1112.0
1136.0
1152.0
1136.0
1120.0
1304.0
1208.0
1152.0
1088.0
1136.0
1192.0
1080.0
1032.0
1056.0
1040.0
960.0
904.0
992.0
952.0
904.0
968.0
944.0
896.0
1032.0
1024.0
1032.0
968.0
1272.0
1344.0
1136.0
760.0
968.0
1040.0
1080.0
1032.0
936.0
832.0
832.0
832.0
808.0
816.0
824.0
856.0
848.0
856.0
824.0
824.0
776.0
800.0
824.0
800.0
888.0
912.0
1056.0
1008.0
976.0
960.0
944.0
944.0
904.0
928.0
816.0
832.0
872.0
880.0
832.0
896.0
888.0
952.0
976.0
936.0
856.0
872.0
864.0
1296.0
1016.0
1072.0
1096.0
1048.0
1056.0
960.0
944.0
848.0
880.0
952.0
1032.0
1008.0
1024.0
968.0
976.0
944.0
1000.0
960.0
944.0
1264.0
912.0
840.0
824.0
832.0
880.0
920.0
976.0
968.0
920.0
968.0
952.0
960.0
1048.0
1056.0
1000.0
952.0
920.0
888.0
800.0
856.0
1336.0
1016.0
1008.0
1000.0
952.0
1032.0
1104.0
1096.0
1064.0
1008.0
984.0
864.0
912.0
984.0
1040.0
936.0
960.0
1376.0
1128.0
984.0
1176.0
1120.0
1144.0
1032.0
832.0
808.0
824.0
888.0
928.0
856.0
904.0
896.0
856.0
928.0
968.0
1072.0
1072.0
1016.0
936.0
1016.0
