R-R Interval (Samples)
824.0
1160.0
952.0
960.0
992.0
920.0
960.0
952.0
880.0
944.0
1000.0
928.0
968.0
968.0
832.0
864.0
911.9999999999982
911.9999999999982
888.0
960.0
968.0
928.0
952.0
936.0
920.0
912.0
872.0
896.0
944.0
936.0
1000.0
1000.0
944.0
952.0
967.9999999999964
920.0
816.0
840.0
856.0
792.0
840.0
896.0
872.0
944.0
984.0
936.0
944.0
936.0
880.0
912.0
896.0
864.0
896.0
864.0
872.0
936.0
904.0
880.0
944.0
904.0
912.0
928.0
848.0
888.0
920.0
840.0
880.0
904.0
864.0
903.9999999999927
895.9999999999927
848.0
904.0
856.0
888.0
920.0
856.0
896.0
888.0
880.0
928.0
936.0
864.0
896.0
888.0
864.0
928.0
928.0
928.0
952.0
912.0
896.0
904.0
848.0
888.0
880.0
864.0
912.0
872.0
888.0
912.0
840.0
912.0
904.0
872.0
920.0
880.0
880.0
896.0
832.0
888.0
920.0
864.0
912.0
896.0
888.0
904.0
856.0
872.0
872.0
832.0
864.0
856.0
864.0
896.0
864.0
888.0
888.0
824.0
872.0
896.0
944.0
936.0
920.0
944.0
880.0
888.0
896.0
839.9999999999854
904.0
912.0
840.0
888.0000000000146
888.0
872.0
904.0
856.0
864.0
864.0
800.0
856.0
880.0
848.0
968.0
976.0
920.0
936.0
872.0
896.0
896.0
832.0
864.0
864.0
816.0
872.0
912.0
864.0
912.0
880.0
904.0
920.0
896.0
928.0
928.0
880.0
912.0
936.0
872.0
920.0
928.0
872.0
904.0
872.0
856.0
928.0
888.0
888.0
896.0
848.0
864.0
880.0
840.0
912.0
888.0
840.0
880.0
880.0
896.0
848.0
880.0
872.0
816.0
856.0
872.0
840.0
936.0
904.0
904.0
888.0
816.0
856.0
864.0
816.0
864.0
888.0
880.0
920.0
856.0
880.0
872.0
824.0
840.0
808.0
832.0
856.0
872.0
800.0
728.0
752.0
736.0
728.0
768.0
792.0
784.0
784.0
816.0
824.0
752.0
784.0
792.0
752.0
784.0
800.0
808.0
872.0
904.0
832.0
864.0
864.0
784.0
816.0
816.0
768.0
832.0
880.0
840.0
952.0
936.0
896.0
952.0
880.0
888.0
904.0
832.0
848.0
856.0
808.0
872.0
912.0
856.0
952.0
952.0
904.0
928.0
880.0
880.0
896.0
856.0
880.0
904.0
896.0
904.0
952.0
896.0
880.0
896.0000000000291
943.9999999999418
871.9999999999418
960.0
976.0
896.0
952.0
960.0
888.0
936.0
904.0
864.0
912.0
936.0
848.0
888.0
920.0
856.0
888.0
888.0
824.0
880.0
832.0
784.0
864.0
904.0
1048.0
968.0
976.0
960.0
864.0
864.0
888.0
848.0
880.0
872.0
816.0
856.0
872.0
856.0
944.0
920.0
856.0
912.0
896.0
840.0
872.0
848.0
816.0
880.0
872.0
872.0
912.0
880.0
896.0
936.0
872.0
904.0
896.0
888.0
888.0
848.0
832.0
848.0
848.0
848.0
888.0
848.0
872.0
872.0
816.0
872.0
888.0
840.0
888.0
928.0
864.0
896.0
880.0
872.0
880.0
856.0
856.0
864.0
856.0
832.0
864.0
880.0
864.0
904.0
912.0
880.0
896.0
888.0
832.0
856.0
840.0
816.0
896.0
936.0
856.0
912.0
872.0
792.0
784.0
752.0
736.0
744.0
760.0
776.0
736.0
736.0
736.0
744.0
704.0
728.0
736.0
728.0
712.0
760.0
784.0
776.0
816.0
856.0
840.0
856.0
864.0
832.0
840.0
848.0
832.0
824.0
832.0
800.0
808.0
848.0
856.0
880.0
912.0
888.0
880.0
